Marca temporal,¿Cuántos años tenés?,,¿Cuál es tu género?,Me siento calmado,Me siento seguro,Estoy tenso,Estoy contrariado (malhumorado o disgustado),Me siento cómodo (estoy a gusto),Estoy preocupado ahora por posibles desgracias futuras,Me siento descansado,Me siento angustiado,Me siento confortable,Tengo confianza en mi mismo,Me siento nervioso,Estoy desasosegado (agitado e inquieto),Me siento muy “atado” (como oprimido),Estoy relajado,Me siento satisfecho,Estoy preocupado,Me siento aturdido y sobreexcitado,Me siento alegre,En este momento me siento bien
7/07/2021 15:02:16,Entre 19 y 25,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
7/07/2021 15:05:48,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Nada (0),Bastante (2),Mucho (3),Bastante (2),Bastante (2),Mucho (3),Mucho (3),Nada (0),Nada (0),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 15:10:39,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
7/07/2021 15:12:06,Entre 15 y 18,,Mujer,Un poco (1),Nada (0),Mucho (3),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 15:26:36,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Nada (0),Bastante (2),Bastante (2)
7/07/2021 15:37:11,Entre 15 y 18,,Mujer,Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Bastante (2),Bastante (2)
7/07/2021 15:43:02,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
7/07/2021 15:43:47,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Mucho (3),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2)
7/07/2021 15:56:40,Entre 10 y 14,,Mujer,Mucho (3),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2)
7/07/2021 16:15:28,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 16:16:54,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
7/07/2021 16:27:02,Entre 26 y 40,,Mujer,Mucho (3),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Mucho (3),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3)
7/07/2021 16:28:13,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Nada (0),Bastante (2),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
7/07/2021 16:46:49,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Nada (0),Un poco (1),Un poco (1),Mucho (3),Bastante (2),Nada (0),Nada (0),Mucho (3),Mucho (3)
7/07/2021 17:01:07,Entre 15 y 18,,Mujer,Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
7/07/2021 17:15:01,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
7/07/2021 17:23:44,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Nada (0),Bastante (2),Bastante (2),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2)
7/07/2021 17:25:41,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Nada (0),Un poco (1),Mucho (3),Nada (0),Un poco (1),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Mucho (3)
7/07/2021 17:37:08,Más de 40,,Mujer,Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2)
7/07/2021 17:49:53,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Mucho (3),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
7/07/2021 17:50:33,Entre 15 y 18,,Mujer,Nada (0),Nada (0),Un poco (1),Mucho (3),Nada (0),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Mucho (3),Nada (0),Un poco (1),Un poco (1)
7/07/2021 17:57:01,Entre 15 y 18,,Mujer,Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Mucho (3),Nada (0),Mucho (3),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0)
7/07/2021 17:57:17,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2)
7/07/2021 17:58:16,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
7/07/2021 17:59:53,Entre 19 y 25,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 18:19:16,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
7/07/2021 18:23:30,Entre 15 y 18,,Mujer,Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1)
7/07/2021 18:39:41,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Nada (0),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 18:46:07,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Mucho (3)
7/07/2021 19:34:57,Más de 40,,Mujer,Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 19:39:32,Más de 40,,Mujer,Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
7/07/2021 12:17:24,Entre 19 y 25,,No binario,Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2),Nada (0),Bastante (2),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 13:22:14,Entre 15 y 18,,No binario,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (3),Nada (0),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0)
7/07/2021 13:30:10,Entre 15 y 18,,No binario,Bastante (2),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Mucho (2),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2)
7/07/2021 16:39:28,Entre 15 y 18,,No binario,Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Bastante (2),Un poco (1),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
7/07/2021 17:24:30,Entre 19 y 25,,No binario,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Nada (0),Mucho (3),Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0)
7/07/2021 19:50:46,Entre 15 y 18,,No binario,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Nada (0),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 20:14:39,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
7/07/2021 20:19:55,Más de 40,,Mujer,Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Nada (0),Nada (0),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1)
7/07/2021 20:22:13,Entre 15 y 18,,No binario,Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
7/07/2021 20:29:10,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Un poco (1),Mucho (3),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Bastante (2)
7/07/2021 20:45:57,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 21:03:38,Entre 19 y 25,,Hombre,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
7/07/2021 21:10:42,Más de 40,,Mujer,Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0)
7/07/2021 21:17:27,Entre 19 y 25,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 21:46:50,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
7/07/2021 21:47:17,Más de 40,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 21:48:22,Más de 40,,Mujer,Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
7/07/2021 21:49:27,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Mucho (3)
7/07/2021 21:51:48,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 21:53:25,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Bastante (2)
7/07/2021 21:55:47,Más de 40,,Mujer,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 21:56:58,Más de 40,,Mujer,Mucho (3),Bastante (2),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 21:58:57,Entre 19 y 25,,Mujer,Bastante (2),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 22:00:27,Entre 26 y 40,,Mujer,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 22:00:29,Entre 15 y 18,,Mujer,Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Mucho (3),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1)
7/07/2021 22:09:26,Entre 15 y 18,,Hombre,Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 22:12:09,Entre 15 y 18,,Mujer,Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2)
7/07/2021 22:12:15,Entre 19 y 25,,Mujer,Bastante (2),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 22:15:54,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Mucho (3),Bastante (2)
7/07/2021 22:20:08,Entre 15 y 18,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Mucho (3)
7/07/2021 22:29:14,Entre 19 y 25,,Mujer,Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
7/07/2021 22:45:25,Más de 40,,Mujer,Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Bastante (2),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
7/07/2021 22:48:57,Entre 15 y 18,,Hombre,Mucho (3),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Mucho (3),Mucho (3),Nada (0),Un poco (1),Bastante (2),Bastante (2)
7/07/2021 22:51:39,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Mucho (3),Nada (0),Bastante (2),Bastante (2),Nada (0),Mucho (3),Bastante (2),Bastante (2)
7/07/2021 23:09:26,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2)
7/07/2021 23:17:58,Entre 19 y 25,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2)
8/07/2021 0:07:48,Entre 19 y 25,,Mujer,Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Mucho (3),Bastante (2),Un poco (1),Bastante (2)
8/07/2021 0:24:40,Entre 15 y 18,,Hombre,Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 0:46:14,Entre 19 y 25,,Hombre,Mucho (3),Bastante (2),Bastante (2),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 0:58:52,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
8/07/2021 1:04:43,Entre 15 y 18,,Hombre,Mucho (3),Mucho (3),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2)
8/07/2021 1:06:08,Entre 15 y 18,,Hombre,Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
8/07/2021 1:22:26,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1)
8/07/2021 1:39:15,Entre 15 y 18,,Mujer,Nada (0),Nada (0),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Nada (0),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Un poco (1)
8/07/2021 4:11:04,Entre 19 y 25,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 5:45:53,Entre 19 y 25,,Mujer,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1)
8/07/2021 8:47:35,Entre 26 y 40,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 8:52:27,Entre 19 y 25,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Bastante (2),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 9:23:25,Más de 40,,Hombre,Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 9:32:19,Entre 19 y 25,,Hombre,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2)
8/07/2021 9:32:23,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
8/07/2021 9:32:48,Entre 15 y 18,,Mujer,Bastante (2),Un poco (1),Mucho (3),Bastante (2),Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Nada (0),Bastante (2),Bastante (2)
8/07/2021 9:33:33,Más de 40,,No binario,Bastante (2),Nada (0),Mucho (3),Nada (0),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2)
8/07/2021 9:34:21,Entre 19 y 25,,Hombre,Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 9:34:44,Entre 19 y 25,,Hombre,Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
